expenditure_date,committee_name,expense_category,payee_name,address,payee_type,amount,expense_purpose
2021-05-11,Jain  Ashwani Friends of,Media,ASHWANI KUMAR  JAIN,10728 Ardnave Place  Potomac  Maryland 20854,Self (Candidate),150,Book/Brochure Advertising
2021-12-27,Quintanilla  Yolanda Friends For,Media,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,10,Online Advertising
2021-10-21,Lower Shore Progressive Caucus PAC,Media,Nationbuilder.com,PO Box 811428  Los Angeles  California 90081,Business/Group/Organization,159,Media - Website Development
2021-11-22,Lower Shore Progressive Caucus PAC,Media,Nationbuilder.com,PO Box 811428  Los Angeles  California 90081,Business/Group/Organization,159,Media - Website Development
2021-12-22,Lower Shore Progressive Caucus PAC,Media,Nationbuilder.com,PO Box 811428  Los Angeles  California 90081,Business/Group/Organization,159,Media - Website Development
2021-10-11,Murray  Patrice Committee to Elect,Media,Quick Turnaround,PO Box 1470  Bowie  Maryland 20716,Business/Group/Organization,200,Online Advertising
2021-10-01,Murray  Patrice Committee to Elect,Media,Campaign Dashboard,PO Box 1470  Bowie  Maryland 20716,Business/Group/Organization,196,Consulting Fees - Media
2021-10-27,Murray  Patrice Committee to Elect,Media,Vid Media,PO Box 1470  Bowie  Maryland 20716,Business/Group/Organization,12,Videos
2021-12-17,Murray  Patrice Committee to Elect,Media,Amanda McDermott Media,3300 East West Highway #436  Hyattsville  Maryland 20782,Business/Group/Organization,200,Media - Website Development
2021-03-15,Metzgar  Ric Sr. Friends Of,Media,APG Media of chesapeake  LLC,29088 Airpark Drive  Easton  Maryland 21601,Business/Group/Organization,175,Newspaper
2021-03-26,Metzgar  Ric Sr. Friends Of,Media,APG Media of chesapeake  LLC,29088 Airpark Drive  Easton  Maryland 21601,Business/Group/Organization,199,Newspaper
2021-03-02,Bonner  Jeff For Maryland,Media,TruBlu Politics,1010 Park Ave.  Suite 103  Baltimore  Maryland 21201,Business/Group/Organization,4550,Consulting Fees - Media
2021-03-19,Bonner  Jeff For Maryland,Media,Squarespace Inc.,225 Varick Street  12th Floor  New York  New York 10014,Business/Group/Organization,61.74,Media - Website Development
2021-03-22,Bonner  Jeff For Maryland,Media,Squarespace Inc.,225 Varick Street  12th Floor  New York  New York 10014,Business/Group/Organization,61.55,Media - Website Development
2021-03-22,Bonner  Jeff For Maryland,Media,Squarespace Inc.,225 Varick Street  12th Floor  New York  New York 10014,Business/Group/Organization,60.95,Media - Website Development
2021-04-16,Bonner  Jeff For Maryland,Media,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,10,Online Advertising
2021-04-19,Bonner  Jeff For Maryland,Media,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,10,Online Advertising
2021-04-19,Bonner  Jeff For Maryland,Media,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,10,Online Advertising
2021-04-01,Bonner  Jeff For Maryland,Media,Jesse Staley,2725 Carsins Run Rd.  Aberdeen  Maryland 21001,Business/Group/Organization,200,Videos
2021-05-03,Bonner  Jeff For Maryland,Media,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,15,Online Advertising
2021-05-04,Bonner  Jeff For Maryland,Media,Squarespace Inc.,225 Varick Street  12th Floor  New York  New York 10014,Business/Group/Organization,55.62,Media - Website Development
2021-05-04,Bonner  Jeff For Maryland,Media,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,15,Online Advertising
2021-05-17,Bonner  Jeff For Maryland,Media,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,8.85,Online Advertising
2021-07-20,Bonner  Jeff For Maryland,Media,Canva,268 Devonshire Street  Surry Hills NSW 2010  AUSTRALIA,Business/Group/Organization,12.99,Graphic Design
2021-04-30,Metzgar  Ric Sr. Friends Of,Media,APG Media of chesapeake  LLC,29088 Airpark Drive  Easton  Maryland 21601,Business/Group/Organization,200,Newspaper
2021-04-30,Metzgar  Ric Sr. Friends Of,Media,APG Media of chesapeake  LLC,29088 Airpark Drive  Easton  Maryland 21601,Business/Group/Organization,200,Newspaper
2021-05-12,Metzgar  Ric Sr. Friends Of,Media,APG Media of chesapeake  LLC,29088 Airpark Drive  Easton  Maryland 21601,Business/Group/Organization,350,Newspaper
2021-08-16,Bonner  Jeff For Maryland,Media,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,2.1,Online Advertising
2021-08-17,Bonner  Jeff For Maryland,Media,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,25,Online Advertising
2021-08-20,Bonner  Jeff For Maryland,Media,Canva,268 Devonshire Street  Surry Hills NSW 2010  AUSTRALIA,Business/Group/Organization,12.99,Graphic Design
2021-09-15,Bonner  Jeff For Maryland,Media,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,22.9,Online Advertising
2021-09-20,Bonner  Jeff For Maryland,Media,Canva,268 Devonshire Street  Surry Hills NSW 2010  AUSTRALIA,Business/Group/Organization,12.99,Graphic Design
2021-06-07,Rosenbaum  Mike For Maryland,Media,Critical Mention  Inc.,521 5th Ave  Fl 16  New York  New York 10175,Business/Group/Organization,3500,Consulting Fees - Media
2021-07-30,Rosenbaum  Mike For Maryland,Media,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,30,Online Advertising
2021-07-31,Rosenbaum  Mike For Maryland,Media,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,55,Online Advertising
2021-08-01,Rosenbaum  Mike For Maryland,Media,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,35,Online Advertising
2021-08-13,Rosenbaum  Mike For Maryland,Media,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,40,Online Advertising
2021-08-27,Rosenbaum  Mike For Maryland,Media,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,50,Online Advertising
2021-08-29,Rosenbaum  Mike For Maryland,Media,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,24.68,Online Advertising
2021-08-29,Rosenbaum  Mike For Maryland,Media,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,75,Online Advertising
2021-09-09,Rosenbaum  Mike For Maryland,Media,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,125,Online Advertising
2021-09-11,Rosenbaum  Mike For Maryland,Media,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,175,Online Advertising
2021-09-15,Rosenbaum  Mike For Maryland,Media,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,250,Online Advertising
2021-09-28,Rosenbaum  Mike For Maryland,Media,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,400,Online Advertising
2021-09-29,Rosenbaum  Mike For Maryland,Media,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,9.46,Online Advertising
2021-10-29,Rosenbaum  Mike For Maryland,Media,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,15.86,Online Advertising
2021-05-26,Rosenbaum  Mike For Maryland,Media,Harris Public Affairs,502 38th St  West Palm Beach  Florida 33407,Business/Group/Organization,30000,Consulting Fees - General
2021-07-06,Rosenbaum  Mike For Maryland,Media,Harris Public Affairs,502 38th St  West Palm Beach  Florida 33407,Business/Group/Organization,10000,Consulting Fees - General
2021-08-09,Rosenbaum  Mike For Maryland,Media,Harris Public Affairs,502 38th St  West Palm Beach  Florida 33407,Business/Group/Organization,10000,Consulting Fees - General
2021-09-07,Rosenbaum  Mike For Maryland,Media,Harris Public Affairs,502 38th St  West Palm Beach  Florida 33407,Business/Group/Organization,10000,Consulting Fees - General
2021-11-02,Rosenbaum  Mike For Maryland,Media,Harris Public Affairs,502 38th St  West Palm Beach  Florida 33407,Business/Group/Organization,10000,Consulting Fees - General
2021-12-29,Rosenbaum  Mike For Maryland,Media,Harris Public Affairs,502 38th St  West Palm Beach  Florida 33407,Business/Group/Organization,10000,Consulting Fees - General
2021-12-29,Rosenbaum  Mike For Maryland,Media,Harris Public Affairs,502 38th St  West Palm Beach  Florida 33407,Business/Group/Organization,10000,Consulting Fees - General
2021-05-10,Rosenbaum  Mike For Maryland,Media,HIT Strategies,4223 Clay St NE  Washington  District Of Columbia 20019,Business/Group/Organization,42300,Survey/Polls
2021-12-29,Rosenbaum  Mike For Maryland,Media,HIT Strategies,4223 Clay St NE  Washington  District Of Columbia 20019,Business/Group/Organization,48000,Survey/Polls
2021-12-29,Rosenbaum  Mike For Maryland,Media,HIT Strategies,4223 Clay St NE  Washington  District Of Columbia 20019,Business/Group/Organization,51000,Survey/Polls
2021-05-10,Rosenbaum  Mike For Maryland,Media,Magnus Pearson Media,311 Wolfe St  Alexandria  Virginia 22314,Business/Group/Organization,55000,TV
2021-05-20,Rosenbaum  Mike For Maryland,Media,Magnus Pearson Media,311 Wolfe St  Alexandria  Virginia 22314,Business/Group/Organization,26734.89,Videos
2021-05-14,Rosenbaum  Mike For Maryland,Media,New Blue Interactive LLC,1146 19th St NW  Ste 750  Washington  District Of Columbia 20036,Business/Group/Organization,3500,Consulting Fees - General
2021-05-25,Rosenbaum  Mike For Maryland,Media,New Blue Interactive LLC,1146 19th St NW  Ste 750  Washington  District Of Columbia 20036,Business/Group/Organization,20000,Consulting Fees - General
2021-05-28,Rosenbaum  Mike For Maryland,Media,New Blue Interactive LLC,1146 19th St NW  Ste 750  Washington  District Of Columbia 20036,Business/Group/Organization,3500,Consulting Fees - General
2021-07-06,Rosenbaum  Mike For Maryland,Media,New Blue Interactive LLC,1146 19th St NW  Ste 750  Washington  District Of Columbia 20036,Business/Group/Organization,3500,Consulting Fees - General
2021-07-23,Rosenbaum  Mike For Maryland,Media,New Blue Interactive LLC,1146 19th St NW  Ste 750  Washington  District Of Columbia 20036,Business/Group/Organization,500,Consulting Fees - General
2021-07-23,Rosenbaum  Mike For Maryland,Media,New Blue Interactive LLC,1146 19th St NW  Ste 750  Washington  District Of Columbia 20036,Business/Group/Organization,1000,Consulting Fees - General
2021-08-23,Rosenbaum  Mike For Maryland,Media,New Blue Interactive LLC,1146 19th St NW  Ste 750  Washington  District Of Columbia 20036,Business/Group/Organization,3500,Consulting Fees - General
2021-08-23,Rosenbaum  Mike For Maryland,Media,New Blue Interactive LLC,1146 19th St NW  Ste 750  Washington  District Of Columbia 20036,Business/Group/Organization,4500,Consulting Fees - General
2021-09-07,Rosenbaum  Mike For Maryland,Media,New Blue Interactive LLC,1146 19th St NW  Ste 750  Washington  District Of Columbia 20036,Business/Group/Organization,4500,Consulting Fees - General
2021-10-22,Rosenbaum  Mike For Maryland,Media,New Blue Interactive LLC,1146 19th St NW  Ste 750  Washington  District Of Columbia 20036,Business/Group/Organization,4500,Consulting Fees - General
2021-06-14,Rosenbaum  Mike For Maryland,Media,Teal Media,2811 12th St S  Arlington  Virginia 22204,Business/Group/Organization,20000,Consulting Fees - Media
2021-05-11,Rosenbaum  Mike For Maryland,Media,Wavelength Strategy Inc.,2607 Monroe St NE  Washington  District Of Columbia 20018,Business/Group/Organization,25000,Online Advertising
2021-11-05,Rosenbaum  Mike For Maryland,Media,Wavelength Strategy Inc.,2607 Monroe St NE  Washington  District Of Columbia 20018,Business/Group/Organization,25000,TV
2022-01-12,Rosenbaum  Mike For Maryland,Media,Wavelength Strategy Inc.,2607 Monroe St NE  Washington  District Of Columbia 20018,Business/Group/Organization,45137.02,TV
2021-02-02,Schleifer  Yitzchok Vote,Media,Google G Suite,1600 Amphitheatre Parkway  Mountain View  California 94043,Business/Group/Organization,24,Online Advertising
2021-02-24,Schleifer  Yitzchok Vote,Media,Godaddy.com,14455 N Hayden Rd #226  Scottsdale  Arizona 85260,Business/Group/Organization,36.34,Media - Website Development
2021-03-03,Schleifer  Yitzchok Vote,Media,Google G Suite,1600 Amphitheatre Parkway  Mountain View  California 94043,Business/Group/Organization,24,Online Advertising
2021-04-05,Schleifer  Yitzchok Vote,Media,Google G Suite,1600 Amphitheatre Parkway  Mountain View  California 94043,Business/Group/Organization,24,Online Advertising
2021-05-03,Schleifer  Yitzchok Vote,Media,Google G Suite,1600 Amphitheatre Parkway  Mountain View  California 94043,Business/Group/Organization,25.44,Online Advertising
2021-05-10,Schleifer  Yitzchok Vote,Media,Godaddy.com,14455 N Hayden Rd #226  Scottsdale  Arizona 85260,Business/Group/Organization,5.29,Media - Website Development
2021-06-03,Schleifer  Yitzchok Vote,Media,Google G Suite,1600 Amphitheatre Parkway  Mountain View  California 94043,Business/Group/Organization,25.44,Online Advertising
2021-06-14,Schleifer  Yitzchok Vote,Media,Godaddy.com,14455 N Hayden Rd #226  Scottsdale  Arizona 85260,Business/Group/Organization,94.99,Online Advertising
2021-06-10,Giangiordano  Tony Friends of,Media,Gahler  Jeff Committee To Elect,139 N. Main Street  Suite 201  Bel Air  Maryland 21014,Candidate Committee,100,Book/Brochure Advertising
2021-09-30,Giangiordano  Tony Friends of,Media,Greater Bel Air Community Foundation,PO Box 412  Bel Air  Maryland 21014,Business/Group/Organization,300,Book/Brochure Advertising
2021-07-29,Giangiordano  Tony Friends of,Media,Associated Italian American Charities,3249 Pine Bluffs Dr  Ellicott City  Maryland 21042,Business/Group/Organization,150,Book/Brochure Advertising
2021-05-11,Jawando  William (Will) Friends of,Media,Asana Creative Strategy,1342 Florida Ave NW  Washington  District Of Columbia 20009,Business/Group/Organization,667.5,Online Advertising
2021-03-03,Novotny  Reid J. Elect,Media,Google,1600 Amphitheatre Parkway  Mountain View  California 94043,Business/Group/Organization,6,Online Advertising
2021-04-02,Novotny  Reid J. Elect,Media,Google,1600 Amphitheatre Parkway  Mountain View  California 94043,Business/Group/Organization,6,Online Advertising
2021-04-05,Novotny  Reid J. Elect,Media,Google,1600 Amphitheatre Parkway  Mountain View  California 94043,Business/Group/Organization,12,Online Advertising
2021-05-03,Novotny  Reid J. Elect,Media,Google,1600 Amphitheatre Parkway  Mountain View  California 94043,Business/Group/Organization,12.72,Online Advertising
2021-05-03,Novotny  Reid J. Elect,Media,Google,1600 Amphitheatre Parkway  Mountain View  California 94043,Business/Group/Organization,6.36,Online Advertising
2021-06-02,Novotny  Reid J. Elect,Media,Google,1600 Amphitheatre Parkway  Mountain View  California 94043,Business/Group/Organization,12.72,Online Advertising
2021-06-03,Novotny  Reid J. Elect,Media,Google,1600 Amphitheatre Parkway  Mountain View  California 94043,Business/Group/Organization,6.36,Online Advertising
2021-07-06,Novotny  Reid J. Elect,Media,Google,1600 Amphitheatre Parkway  Mountain View  California 94043,Business/Group/Organization,6.36,Online Advertising
2021-07-06,Novotny  Reid J. Elect,Media,Google,1600 Amphitheatre Parkway  Mountain View  California 94043,Business/Group/Organization,12.72,Online Advertising
2021-08-02,Novotny  Reid J. Elect,Media,Google,1600 Amphitheatre Parkway  Mountain View  California 94043,Business/Group/Organization,6.36,Online Advertising
2021-08-03,Novotny  Reid J. Elect,Media,Google,1600 Amphitheatre Parkway  Mountain View  California 94043,Business/Group/Organization,12.72,Online Advertising
2021-09-02,Novotny  Reid J. Elect,Media,Google,1600 Amphitheatre Parkway  Mountain View  California 94043,Business/Group/Organization,12.72,Online Advertising
2021-09-03,Novotny  Reid J. Elect,Media,Google,1600 Amphitheatre Parkway  Mountain View  California 94043,Business/Group/Organization,6.36,Online Advertising
2021-10-04,Novotny  Reid J. Elect,Media,Google,1600 Amphitheatre Parkway  Mountain View  California 94043,Business/Group/Organization,6.36,Online Advertising
2021-10-04,Novotny  Reid J. Elect,Media,Google,1600 Amphitheatre Parkway  Mountain View  California 94043,Business/Group/Organization,12.72,Online Advertising
2021-11-02,Novotny  Reid J. Elect,Media,Google,1600 Amphitheatre Parkway  Mountain View  California 94043,Business/Group/Organization,6.36,Online Advertising
2021-11-03,Novotny  Reid J. Elect,Media,Google,1600 Amphitheatre Parkway  Mountain View  California 94043,Business/Group/Organization,12.72,Online Advertising
2021-12-02,Novotny  Reid J. Elect,Media,Google,1600 Amphitheatre Parkway  Mountain View  California 94043,Business/Group/Organization,12.72,Online Advertising
2021-12-03,Novotny  Reid J. Elect,Media,Google,1600 Amphitheatre Parkway  Mountain View  California 94043,Business/Group/Organization,6.36,Online Advertising
2021-12-31,Novotny  Reid J. Elect,Media,Google,1600 Amphitheatre Parkway  Mountain View  California 94043,Business/Group/Organization,12.72,Online Advertising
2021-04-09,Edelson  Mark Friends of,Media,Fells Cobble,522 South Bond St.  Baltimore  Maryland 21231,Business/Group/Organization,3348,Videos
2021-05-05,Edelson  Mark Friends of,Media,Tidemore Group,1800 N. Charles St.  Suite 902  Baltimore  Maryland 21201,Business/Group/Organization,4300,Videos
2021-05-18,Edelson  Mark Friends of,Media,Fells Cobble,522 South Bond St.  Baltimore  Maryland 21231,Business/Group/Organization,1303.5,Videos
2021-07-26,Franchot  Peter Friends Of,Media,Facebook,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,900,Online Advertising
